pota,jaff,name,location,locid,type,level,namek,lat,lng
JA-0003,JAFF-0001,Akan-Mashu,Hokkaido,JP-HK,National Park,104,阿寒摩周国立公園,43.436221,144.102501
JA-0025,JAFF-0002,Ashizuri-Uwakai,"Ehime,Kochi","JP-EH,JP-KC",National Park,16,足摺宇和海国立公園,32.779142,132.979137
JA-0028,JAFF-0003,Aso-Kuju,"Kumamoto,Oita","JP-KM,JP-OT",National Park,67,阿蘇くじゅう国立公園,32.949937,131.086471
JA-0009,JAFF-0004,Bandai-Asahi,Fukushima,JP-FS,National Park,78,磐梯朝日国立公園（磐梯）,37.691065,140.126724
JA-0014,JAFF-0005,Chichibu-Tama-Kai,"Nagano,Saitama,Tokyo,Yamanashi","JP-NN,JP-ST,JP-TK,JP-YN",National Park,125,秩父多摩甲斐国立公園,35.859261,138.863468
JA-0017,JAFF-0006,Chubusangaku,"Gifu,Niigata,Nagano,Toyama","JP-GF,JP-NI,JP-NN,JP-TY",National Park,174,中部山岳国立公園,36.448973,137.622264
JA-0024,JAFF-0007,Daisen-Oki,"Okayama,Shimane,Tottori","JP-OY,JP-SM,JP-TT",National Park,21,大山隠岐国立公園（大山ほか本州）,35.407228,133.543038
JA-0005,JAFF-0008,Daisetsuzan,Hokkaido,JP-HK,National Park,251,大雪山国立公園,43.519375,142.974701
JA-0016,JAFF-0009,Fuji-Hakone-Izu,Yamanashi,JP-YN,National Park,60,富士箱根伊豆国立公園（富士）,35.372908,138.673897
JA-0018,JAFF-0010,Hakusan,"Fukui,Gifu,Ishikawa,Toyama","JP-FI,JP-GF,JP-IS,JP-TY",National Park,47,白山国立公園,36.157856,136.765418
JA-0034,JAFF-0011,Iriomote-Ishigaki,Okinawa,JP-ON,National Park,35,西表石垣国立公園,24.481851,124.237711
JA-0020,JAFF-0012,Ise-Shima,Mie,JP-ME,National Park,73,伊勢志摩国立公園,34.426027,136.801594
JA-0012,JAFF-0013,Joshinetsu Kogen,"Gumma,Nagano,Niigata","JP-GM,JP-NN,JP-NI",National Park,149,上信越高原国立公園,36.691899,138.518845
JA-0029,JAFF-0014,Kirishima-Kinkowan,"Kagoshima,Miyazaki","JP-KS,JP-MZ",National Park,22,霧島錦江湾国立公園,31.921053,130.876712
JA-0004,JAFF-0015,Kushiroshitsugen,Hokkaido,JP-HK,National Park,29,釧路湿原国立公園,43.138287,144.445417
JA-0019,JAFF-0016,Minami Alps,"Nagano,Shizuoka,Yamanashi","JP-NN,JP-SZ,JP-YN",National Park,35,南アルプス国立公園,35.642147,138.217122
JA-0010,JAFF-0017,Nikko,"Fukushima,Gunma,Tochigi","JP-FS,JP-GM,JP-TC",National Park,98,日光国立公園,36.876297,139.46405
JA-0010,JAFF-0017,Nikko,"Fukushima,Gunma,Tochigi","JP-FS,JP-GM,JP-TC",National Park,98,日光国立公園,37.085327,139.969025
JA-0015,JAFF-0018,Ogasawara,Tokyo,JP-TK,National Park,41,小笠原国立公園,27.067126,142.211206
JA-0011,JAFF-0019,Oze,"Fukushima,Gunma,Niigata,Tochigi","JP-FS,JP-GM,JP-NI,JP-TC",National Park,37,尾瀬国立公園,36.938186,139.286898
JA-0001,JAFF-0021,Rishiri-Rebun-Sarobetsu,Hokkaido,JP-HK,National Park,19,利尻礼文サロベツ国立公園,45.194166,141.238826
JA-0026,JAFF-0022,Saikai,Nagasaki,JP-NS,National Park,11,西海国立公園（平戸九十九島）,33.274287,129.411392
JA-0022,JAFF-0023,San'inkaigan,"Hyogo,Kyoto,Tottori","JP-HG,JP-KY,JP-TT",National Park,21,山陰海岸国立公園,35.648461,134.64968
JA-0023,JAFF-0024,Setonaikai,"Oita,Fukuoka,Hyogo,Hiroshima,Osaka,Okayama,Tokushima,Wakayama,Yamaguchi","JP-OT,JP-FO,JP-HG,JP-HS,JP-OS,JP-OY,JP-TS,JP-WK,JP-YC",National Park,818,瀬戸内海国立公園（本州九州）,34.231485,134.822388
JA-0006,JAFF-0025,Shikotsu-Toya,Hokkaido,JP-HK,National Park,89,支笏洞爺国立公園,42.795918,141.221062
JA-0002,JAFF-0026,Shiretoko,Hokkaido,JP-HK,National Park,68,知床国立公園,44.16499,145.205445
JA-0007,JAFF-0027,Towada-Hachimantai,"Akita,Aomori,Iwate","JP-AO,JP-AK",National Park,48,十和田八幡平国立公園（十和田）,40.557999,140.90538
JA-0027,JAFF-0028,Unzen-Amakusa,Nagasaki,JP-NS,National Park,44,雲仙天草国立公園（雲仙）,32.743502,130.26063
JA-0021,JAFF-0029,Yoshino-Kumano,"Mie,Nara,Wakayama","JP-ME,JP-NR,JP-WK",National Park,50,吉野熊野国立公園,34.187296,135.950089
,JAFF-0030,Asuka Station,Antarctic,,Antarctic Station,0,あすか基地,0,0
,JAFF-0031,Dome Fuji Station,Antarctic,,Antarctic Station,0,ドームふじ基地,0,0
,JAFF-0032,Mizuho Station,Antarctic,,Antarctic Station,0,みずほ基地,0,0
,JAFF-0033,Syowa Station,Antarctic,,Antarctic Station,0,昭和基地,0,0
JA-0101,JAFF-0034,Shokanbetsu-Teuri-Yagishiri,Hokkaido,JP-HK,Nature Park,48,暑寒別天売焼尻国定公園（暑寒別）,43.729167,141.541667
JA-0102,JAFF-0035,Abashiri,Hokkaido,JP-HK,Nature Park,24,網走国定公園,44.189224,143.747567
JA-0103,JAFF-0036,Niseko-Shakotan-Otaru Kaiga,Hokkaido,JP-HK,Nature Park,17,ニセコ積丹小樽海岸国定公園,42.897255,140.569858
JA-0104,JAFF-0037,Hidaka Sanmyaku-Erimo,Hokkaido,JP-HK,Nature Park,101,日高山脈襟裳国定公園（日高山脈）,42.582779,142.853393
JA-0105,JAFF-0038,Onuma,Hokkaido,JP-HK,Nature Park,10,大沼国定公園,41.985827,140.669247
JA-0106,JAFF-0039,Shimokita Hanto,Aomori,JP-AO,Nature Park,24,下北半島国定公園,41.328551,141.060467
JA-0107,JAFF-0040,Tsugaru,Aomori,JP-AO,Nature Park,18,津軽国定公園,41.253563,140.344893
JA-0108,JAFF-0041,Hayachine,Iwate,JP-IW,Nature Park,5,早池峰国定公園,39.543155,141.491882
JA-0109,JAFF-0042,Kurikoma,"Akita,Iwate,Miyagi,Yamagata","JP-AK,JP-IW,JP-MG,JP-YT",Nature Park,70,栗駒国定公園,38.898888,140.653153
JA-0110,JAFF-0044,Zao,"Miyagi,Yamagata","JP-MG,JP-YT",Nature Park,40,蔵王国定公園,38.147942,140.450091
JA-0111,JAFF-0045,Oga,Akita,JP-AK,Nature Park,11,男鹿国定公園,39.887298,139.777355
JA-0112,JAFF-0046,Chokai,"Akita,Yamagata","JP-AK,JP-YT",Nature Park,31,鳥海国定公園,39.078134,140.040941
JA-0114,JAFF-0047,Suigo-Tsukuba,"Chiba,Ibaraki","JP-CH,JP-IB",Nature Park,23,水郷筑波国定公園,35.990002,140.473562
JA-0114,JAFF-0047,Suigo-Tsukuba,"Chiba,Ibaraki","JP-CH,JP-IB",Nature Park,23,水郷筑波国定公園,36.268099,140.140228
JA-0116,JAFF-0048,Minami-Boso,Chiba,JP-CH,Nature Park,16,南房総国定公園,35.081644,140.089298
JA-0117,JAFF-0049,Meiji no Mori Takao,Tokyo,JP-TK,Nature Park,0,明治の森高尾国定公園,35.633371,139.265815
JA-0118,JAFF-0050,Tanzawa-Oyama,Kanagawa,JP-KN,Nature Park,27,丹沢大山国定公園,35.410512,139.209838
JA-0113,JAFF-0051,Echigo sanzan-Tadami,"Niigata,Fukushima","JP-NI,JP-FS",Nature Park,89,越後三山只見国定公園,37.176201,139.271622
JA-0115,JAFF-0052,Myogi-Arafune-Saku Kogen,"Gumma,Nagano","JP-GM,JP-NN",Nature Park,14,妙義荒船佐久高原国定公園,36.257018,138.611385
JA-0119,JAFF-0053,Sado-Yahiko-Yoneyama,Niigata,JP-NI,Nature Park,27,佐渡弥彦米山国定公園（佐渡）,37.808247,138.225403
JA-0120,JAFF-0054,Noto Hanto,"Ishikawa,Toyama","JP-IS,JP-TY",Nature Park,10,能登半島国定公園,37.525613,137.257421
JA-0121,JAFF-0055,Echizen-Kaga Kaigan,"Fukui,Ishikawa","JP-FI,JP-IS",Nature Park,12,越前加賀海岸国定公園,36.246216,136.130276
JA-0123,JAFF-0056,Yatsugatake-Chushin Kogen,"Nagano,Yamanashi","JP-NN,JP-YN",Nature Park,39,八ヶ岳中信高原国定公園,35.99805,138.358272
JA-0125,JAFF-0057,Tenryu-Okumikawa,"Aichi,Nagano,Shizuoka","JP-AI,JP-NN,JP-SZ",Nature Park,10,天竜奥三河国定公園,35.172133,137.81971
JA-0126,JAFF-0058,Ibi-Sekigahara-Yoro,Gifu,JP-GF,Nature Park,52,揖斐関ケ原養老国定公園,35.294186,136.509024
JA-0127,JAFF-0059,Hida-Kisogawa,"Aichi,Gifu","JP-AI,JP-GF",Nature Park,15,飛騨木曽川国定公園,35.733439,137.202852
JA-0128,JAFF-0060,Aichi Kogen,Aichi,JP-AI,Nature Park,18,愛知高原国定公園,35.033073,137.40967
JA-0129,JAFF-0061,Mikawa Wan,Aichi,JP-AI,Nature Park,7,三河湾国定公園,34.815549,137.232889
JA-0130,JAFF-0062,Suzuka,"Mie,Shiga","JP-ME,JP-SH",Nature Park,28,鈴鹿国定公園,35.076866,136.338845
JA-0122,JAFF-0063,Wakasa Wan,"Fukui,Kyoto","JP-FI,JP-KY",Nature Park,36,若狭湾国定公園,35.578089,135.875216
JA-0133,JAFF-0064,Tango-Amanohashidate-Oeya,Kyoto,JP-KY,Nature Park,19,丹後天橋立大江山国定公園,35.566892,135.189605
JA-0132,JAFF-0065,Biwako,"Kyoto,Shiga","JP-KY,JP-SH",Nature Park,84,琵琶湖国定公園,35.237681,136.16608
JA-0131,JAFF-0066,Muro-Akame-Aoyama,"Mie,Nara","JP-ME,JP-NR",Nature Park,22,室生赤目青山国定公園,34.559676,136.09151
JA-0136,JAFF-0067,Kongo-Ikoma-Kisen,"Nara,Osaka,Wakayama","JP-NR,JP-OS,JP-WK",Nature Park,17,金剛生駒紀泉国定公園,34.460747,135.68713
JA-0138,JAFF-0068,Yamato-Aogaki,Nara,JP-NR,Nature Park,5,大和青垣国定公園,34.53936,135.856598
JA-0139,JAFF-0069,Koya-Ryujin,"Nara,Wakayama","JP-NR,JP-WK",Nature Park,18,高野龍神国定公園,34.076509,135.560391
JA-0135,JAFF-0070,Meiji no Mori Mino,Osaka,JP-OS,Nature Park,0,明治の森箕面国定公園,34.857652,135.47821
JA-0137,JAFF-0071,Hyonosen-Ushiroyama-Nagis,"Hyogo,Okayama,Tottori","JP-HG,JP-OY,JP-TT",Nature Park,34,氷ノ山後山那岐山国定公園,35.496909,134.470774
JA-0140,JAFF-0072,Hiba-Dogo-Taishaku,"Hiroshima,Shimane,Tottori","JP-HS,JP-SM,JP-TT",Nature Park,6,比婆道後帝釈国定公園,35.073192,133.056766
JA-0141,JAFF-0073,Nishi-Chugoku Sanchi,"Shimane,Yamagushi,Hiroshima","JP-SM,JP-YC,JP-HS",Nature Park,28,西中国山地国定公園,34.56239,132.024703
JA-0142,JAFF-0074,Kita-Nagato Kaigan,Yamaguchi,JP-YC,Nature Park,24,北長門海岸国定公園,34.532064,131.499461
JA-0143,JAFF-0075,Akiyoshidai,Yamaguchi,JP-YC,Nature Park,4,秋吉台国定公園,34.249874,131.303599
JA-0144,JAFF-0076,Tsurugisan,"Kochi,Tokushima","JP-KC,JP-TS",Nature Park,11,剣山国定公園,33.917735,133.805344
JA-0145,JAFF-0077,Muroto-Anan Kaigan,"Kochi,Tokushima","JP-KC,JP-TS",Nature Park,12,室戸阿南海岸国定公園,33.835331,134.746959
JA-0146,JAFF-0078,Ishizuchi,"Ehime,Kochi","JP-EH,JP-KC",Nature Park,10,石鎚国定公園,33.76668,133.114295
JA-0147,JAFF-0079,Kitakyushu,Fukuoka,JP-FO,Nature Park,5,北九州国定公園,33.846078,130.794248
JA-0148,JAFF-0080,Genkai,"Fukuoka,Nagasaki,Saga","JP-FO,JP-NS,JP-SG",Nature Park,19,玄海国定公園,33.579972,130.09672
JA-0149,JAFF-0081,Yaba-Hita-Hikosan,"Oita,Fukuoka,Kumamoto","JP-OT,JP-FO,JP-KM",Nature Park,64,耶馬日田英彦山国定公園,33.40238,131.053891
JA-0150,JAFF-0082,Iki-Tsushima,Nagasaki,JP-NS,Nature Park,22,壱岐対馬国定公園,33.741209,129.708078
JA-0151,JAFF-0083,Kyushu Chuo Sanchi,"Kumamoto,Miyazaki","JP-KM,JP-MZ",Nature Park,19,九州中央山地国定公園,32.531882,131.022999
JA-0151,JAFF-0083,Kyushu Chuo Sanchi,"Kumamoto,Miyazaki","JP-KM,JP-MZ",Nature Park,19,九州中央山地国定公園,32.044575,131.176758
JA-0152,JAFF-0084,Nippo Kaigan,"Miyazaki,Oita","JP-MZ,JP-OT",Nature Park,20,日豊海岸国定公園,32.934378,132.041159
JA-0153,JAFF-0085,Sobo-Katamuki,"Miyazaki,Oita","JP-MZ,JP-OT",Nature Park,23,祖母傾国定公園,32.835852,131.431175
JA-0154,JAFF-0086,Nichinan Kaigan,"Kagoshima,Miyazaki","JP-KS,JP-MZ",Nature Park,13,日南海岸国定公園,31.80336,131.468612
JA-0031,JAFF-0087,Amamigunto,Kagoshima,JP-KS,National Park,13,奄美群島国立公園,28.166342,129.289341
JA-0156,JAFF-0088,Okinawa Kaigan,Okinawa,JP-ON,Nature Park,12,沖縄海岸国定公園,26.777966,128.212674
JA-0157,JAFF-0089,Okinawa Senseki,Okinawa,JP-ON,Nature Park,4,沖縄戦跡国定公園,26.087988,127.699193
JA-0030,JAFF-0090,Yakushima （Island） ,Kagoshima,JP-KS,National Park,22,屋久島国立公園,30.326121,130.530023
,JAFF-0091,Minami Torishima,Tokyo,JP-TK,Remote island,0,南鳥島,24.289169,153.980591
JA-0033,JAFF-0092,Keramashoto,Okinawa,JP-ON,National Park,12,慶良間諸島国立公園,26.202038,127.360446
JA-0008,JAFF-0093,Sanriku Fukko,"Aomori,Iwate,Miyagi","JP-AO,JP-IW,JP-MG",National Park,40,三陸復興国立公園,39.03058,141.837616
JA-0013,JAFF-0094,Myoko-Togakushi renzan,"Niigata,Nagano","JP-NI,JP-NN",National Park,39,妙高戸隠連山国立公園,36.836431,138.076624
JA-0155,JAFF-0095,Koshikishima,Kagoshima,JP-KS,Nature Park,0,甑島国定公園,31.86166,129.876681
JA-0134,JAFF-0096,Kyoto Tamba Kogen,Kyoto,JP-KY,Nature Park,1,京都丹波高原国定公園,35.276535,135.588688
JA-0032,JAFF-0097,Yambaru,Okinawa,JP-ON,National Park,0,やんばる国立公園,26.728629,128.221064
,JAFF-0098,Ogasawara Islands,Tokyo,JP-TK,Remote island,0,小笠原諸島,27.016314,142.219391
JA-1001,JAFF-0099,Akkeshi-Kiritappu-Konbumori,Hokkaido,JP-HK,Provincial Park,22,厚岸霧多布昆布森国定公園,43.042829,144.974213
JA-0009,JAFF-0101,Bandai-Asahi,Yamagata,JP-YT,National Park,78,磐梯朝日国立公園（出羽三山朝日）,38.343586,139.849606
JA-0009,JAFF-0102,Bandai-Asahi,Niigata,JP-NI,National Park,42,磐梯朝日国立公園（飯豊）,37.90547,139.558296
JA-0024,JAFF-0103,Daisen-Oki,Shimane,JP-SM,National Park,16,大山隠岐国立公園（隠岐）,36.146562,133.190231
JA-0016,JAFF-0104,Fuji-Hakone-Izu,Kanagawa,JP-KN,National Park,50,富士箱根伊豆国立公園（箱根）,35.225429,139.016876
JA-0016,JAFF-0105,Fuji-Hakone-Izu,Shizuoka,JP-SZ,National Park,0,富士箱根伊豆国立公園（伊豆半島）,34.875228,139.114609
JA-0016,JAFF-0106,Fuji-Hakone-Izu,Tokyo,JP-TK,National Park,12,富士箱根伊豆国立公園（伊豆諸島）,34.083375,139.499817
JA-0001,JAFF-0107,Rishiri-Rebun-Sarobetsu,Hokkaido,JP-HK,National Park,19,利尻礼文サロベツ国立公園,45.194166,141.238826
JA-0007,JAFF-0108,Towada-Hachimantai,"Akita,Aomori,Iwate","JP-AK,JP-IW",National Park,42,十和田八幡平国立公園（八幡平）,39.83552,140.821381
JA-0027,JAFF-0109,Unzen-Amakusa,"Kumamoto,Kagoshima","JP-KM,JP-KS",National Park,44,雲仙天草国立公園（天草）,32.400738,130.352054
JA-0101,JAFF-0110,Shokanbetsu-Teuri-Yagishiri,Hokkaido,JP-HK,Nature Park,1,暑寒別天売焼尻国定公園（天売焼尻）,43.729167,141.541667
JA-0104,JAFF-0111,Hidaka Sanmyaku-Erimo,Hokkaido,JP-HK,Nature Park,12,日高山脈襟裳国定公園（襟裳）,41.943659,143.234253
JA-0119,JAFF-0112,Sado-Yahiko-Yoneyama,Niigata,JP-NI,Nature Park,10,佐渡弥彦米山国定公園（弥彦米山）,38.16139,138.323775
JA-0026,JAFF-0113,Saikai,Nagasaki,JP-NS,National Park,11,西海国立公園（五島）,33.164173,129.676615
JA-0023,JAFF-0114,Setonaikai,"Ehime,Kagawa","JP-EH,JP-KG",National Park,31,瀬戸内海国立公園（四国）,33.992334,133.056793
JA-0023,JAFF-0115,Setonaikai,Hiroshima,JP-HS,National Park,2,瀬戸内海国立公園（その他島嶼）,34.279563,133.229355
JA-1002,JAFF-0116,Furano-Ashibetsu,Hokkaido,JP-HK,Provincial Park,29,富良野芦別道立自然公園,43.213333,142.284167
JA-1003,JAFF-0118,Hiyama,Hokkaido,JP-HK,Provincial Park,15,檜山道立自然公園,41.868889,140.114444
JA-1004,JAFF-0119,Esan,Hokkaido,JP-HK,Provincial Park,1,恵山道立自然公園,41.815,141.173333
JA-1005,JAFF-0120,Notsuke-Furen,Hokkaido,JP-HK,Provincial Park,9,野付風蓮道立自然公園,43.604942,145.283548
JA-1006,JAFF-0121,Matsumae-Yagoshi,Hokkaido,JP-HK,Provincial Park,1,松前矢越道立自然公園,41.398333,140.199444
JA-1007,JAFF-0122,North Okhotsk,Hokkaido,JP-HK,Provincial Park,3,北オホーツク道立自然公園,45.147222,142.369611
JA-1008,JAFF-0123,Nopporo Shinrin Kouen,Hokkaido,JP-HK,Provincial Park,2,野幌森林公園道立自然公園,43.0525,141.500556
JA-1009,JAFF-0124,Kariba-Motta,Hokkaido,JP-HK,Provincial Park,23,狩場茂津多道立自然公園,42.609722,139.853056
JA-1010,JAFF-0125,Shumarinai,Hokkaido,JP-HK,Provincial Park,15,朱鞠内道立自然公園,44.308333,142.181389
JA-1011,JAFF-0126,Teshiodake,Hokkaido,JP-HK,Provincial Park,7,天塩岳道立自然公園,43.9875,142.860556
JA-1012,JAFF-0127,Sharidake,Hokkaido,JP-HK,Provincial Park,3,斜里岳道立自然公園,43.761667,144.7225
JA-1024,JAFF-0128,Asamushi-Natsudomari,Aomori,JP-AO,Provincial Park,5,浅虫夏泊県立自然公園,40.998147,140.892798
JA-1027,JAFF-0129,Ashinonumagun,Aomori,JP-AO,Provincial Park,0,芦野池沼群県立自然公園,40.913637,140.451602
JA-1025,JAFF-0130,Owani Ikarigaseki Onsenkyo,Aomori,JP-AO,Provincial Park,3,大鰐碇ヶ関温泉郷県立自然公園,40.457239,140.660019
JA-1029,JAFF-0131,Iwaki Kogen,Aomori,JP-AO,Provincial Park,2,岩木高原県立自然公園,40.655833,140.303056
JA-1026,JAFF-0132,Nakuidake,Aomori,JP-AO,Provincial Park,1,名久井岳県立自然公園,40.387944,141.308333
JA-1028,JAFF-0133,Kuroishi Onsenkyo,Aomori,JP-AO,Provincial Park,5,黒石温泉郷県立自然公園,40.595367,140.706024
JA-1030,JAFF-0134,Tsugaru Shirakami,Aomori,JP-AO,Provincial Park,5,津軽白神県立自然公園,40.629444,140.110556
JA-1034,JAFF-0135,Kuji-Hiraniwa,Iwate,JP-IW,Provincial Park,1,久慈平庭県立自然公園,40.084743,141.531372
JA-1035,JAFF-0136,Sotoyama-Hayasaka Heights,Iwate,JP-IW,Provincial Park,7,外山早坂高原県立自然公園,39.822345,141.305695
JA-1033,JAFF-0137,Hanamaki Onsenkyo,Iwate,JP-IW,Provincial Park,1,花巻温泉郷県立自然公園,39.458294,141.057358
JA-1036,JAFF-0138,Yuda Onsenkyo,Iwate,JP-IW,Provincial Park,1,湯田温泉峡県立自然公園,39.340556,140.789722
JA-1037,JAFF-0139,Orizume-Basenkyo,Iwate,JP-IW,Provincial Park,0,折爪馬仙峡県立自然公園,40.250998,141.275703
JA-1038,JAFF-0140,Goyozan,Iwate,JP-IW,Provincial Park,5,五葉山県立自然公園,39.203038,141.728896
JA-1039,JAFF-0141,Murone Kogen,Iwate,JP-IW,Provincial Park,1,室根高原県立自然公園,38.973889,141.445833
JA-1065,JAFF-0142,Tazawako Dakigaeri,Akita,JP-AK,Provincial Park,5,田沢湖抱返り県立自然公園,39.73,140.66
JA-1059,JAFF-0143,Hachimori Iwadate,Akita,JP-AK,Provincial Park,1,八森岩館県立自然公園,40.37,140.01
JA-1062,JAFF-0144,Kimimachi-zaka,Akita,JP-AK,Provincial Park,0,きみまち阪県立自然公園,40.221401,140.256283
JA-1060,JAFF-0145,Akita Shirakami,Akita,JP-AK,Provincial Park,4,秋田白神県立自然公園,40.44226,140.060349
JA-1063,JAFF-0146,Moriyoshizan,Akita,JP-AK,Provincial Park,16,森吉山県立自然公園,39.971875,140.622253
JA-1064,JAFF-0147,Taiheizan,Akita,JP-AK,Provincial Park,9,太平山県立自然公園,39.79,140.31
JA-1061,JAFF-0148,Tashirodake,Akita,JP-AK,Provincial Park,1,田代岳県立自然公園,40.436848,140.392914
JA-1066,JAFF-0149,Magi Mahiru,Akita,JP-AK,Provincial Park,6,真木真昼県立自然公園,39.5375,140.69
JA-1070,JAFF-0150,Shonai Kaihin,Yamagata,JP-YT,Provincial Park,2,庄内海浜県立自然公園,38.777292,139.755707
JA-1071,JAFF-0151,Goshozan,Yamagata,JP-YT,Provincial Park,12,御所山県立自然公園,38.49876,140.535049
JA-1072,JAFF-0152,Kennan,Yamagata,JP-YT,Provincial Park,9,県南県立自然公園,37.972908,140.244598
JA-1073,JAFF-0153,Kabusan,Yamagata,JP-YT,Provincial Park,7,加無山県立自然公園,38.990531,140.389072
JA-1074,JAFF-0154,Tendo Kogen,Yamagata,JP-YT,Provincial Park,1,天童高原県立自然公園,38.348968,140.452137
JA-1075,JAFF-0155,Mogamigawa,Yamagata,JP-YT,Provincial Park,1,最上川県立自然公園,38.756494,140.051457
JA-1048,JAFF-0156,Matsushima,Miyagi,JP-MG,Provincial Park,11,松島県立自然公園,38.353333,141.064167
JA-1049,JAFF-0157,Asahiyama,Miyagi,JP-MG,Provincial Park,0,旭山県立自然公園,38.488333,141.181111
JA-1044,JAFF-0158,Zao Kogen,Miyagi,JP-MG,Provincial Park,21,蔵王高原県立自然公園,38.081944,140.548611
JA-1046,JAFF-0159,Futakuchi Kyokoku,Miyagi,JP-MG,Provincial Park,8,二口峡谷県立自然公園,38.278333,140.521667
JA-1051,JAFF-0160,Kesennuma,Miyagi,JP-MG,Provincial Park,20,気仙沼県立自然公園,38.860833,141.498889
JA-1047,JAFF-0161,Funagatarenpo,Miyagi,JP-MG,Provincial Park,36,船形連峰県立自然公園,38.425639,140.660019
JA-1050,JAFF-0162,Kenjosan Mangokuura,Miyagi,JP-MG,Provincial Park,11,硯上山万石浦県立自然公園,38.464897,141.411667
JA-1045,JAFF-0163,Abukuma Keikoku,Miyagi,JP-MG,Provincial Park,2,阿武隈渓谷県立自然公園,37.833309,140.715268
JA-1088,JAFF-0164,Ryozen,Fukushima,JP-FS,Provincial Park,2,霊山県立自然公園,37.776457,140.67705
JA-1089,JAFF-0165,Kasumigajo,Fukushima,JP-FS,Provincial Park,0,霞ヶ城県立自然公園,37.599089,140.428982
JA-1090,JAFF-0166,Nanko,Fukushima,JP-FS,Provincial Park,0,南湖県立自然公園,37.109722,140.219722
JA-1091,JAFF-0167,Okukuji,Fukushima,JP-FS,Provincial Park,9,奥久慈県立自然公園（福島県）,36.937881,140.279957
JA-1092,JAFF-0168,Iwaki Kaigan,Fukushima,JP-FS,Provincial Park,2,磐城海岸県立自然公園,37.136412,140.998146
JA-1094,JAFF-0169,Nakoso,Fukushima,JP-FS,Provincial Park,1,勿来県立自然公園,36.867832,140.781588
JA-1098,JAFF-0170,Natsuigawa Keikoku,Fukushima,JP-FS,Provincial Park,2,夏井川渓谷県立自然公園,37.101642,140.797559
JA-1093,JAFF-0171,Matsukawaura,Fukushima,JP-FS,Provincial Park,1,松川浦県立自然公園,37.798056,140.975556
JA-1095,JAFF-0172,Tadami Yanaizu,Fukushima,JP-FS,Provincial Park,15,只見柳津県立自然公園,37.533056,139.724722
JA-1096,JAFF-0173,Okawa Hatori,Fukushima,JP-FS,Provincial Park,16,大川羽鳥県立自然公園,37.24655,140.006104
JA-1097,JAFF-0174,Abukuma Kogen Chubu,Fukushima,JP-FS,Provincial Park,3,阿武隈高原中部県立自然公園,37.354942,140.697898
JA-1348,JAFF-0175,Senami Sasagawanagare Awa,Niigata,JP-NI,Provincial Park,6,瀬波笹川流れ粟島県立自然公園,38.422994,139.47586
JA-1349,JAFF-0176,Tainai Ninoji,Niigata,JP-NI,Provincial Park,11,胎内二王子県立自然公園,37.96945,139.513781
JA-1350,JAFF-0177,Aganogawa Line,Niigata,JP-NI,Provincial Park,2,阿賀野川ライン県立自然公園,37.707006,139.449577
JA-1351,JAFF-0178,Gozu Renpo,Niigata,JP-NI,Provincial Park,5,五頭連峰県立自然公園,37.81128,139.322433
JA-1353,JAFF-0179,Okuhayade Awa Sumon,Niigata,JP-NI,Provincial Park,35,奥早出粟守門県立自然公園,37.579264,139.14738
JA-1355,JAFF-0180,Yoneyama Fukuurahakkei,Niigata,JP-NI,Provincial Park,6,米山福浦八景県立自然公園,37.352018,138.489636
JA-1354,JAFF-0181,Uonuma Renpo,Niigata,JP-NI,Provincial Park,14,魚沼連峰県立自然公園,37.025597,139.034729
JA-1357,JAFF-0182,Kubiki,Niigata,JP-NI,Provincial Park,5,久比岐県立自然公園,37.17161,138.096499
JA-1358,JAFF-0183,Hakuba Sanroku,Niigata,JP-NI,Provincial Park,3,白馬山麓県立自然公園,36.955901,137.96143
JA-1360,JAFF-0184,Kosado,Niigata,JP-NI,Provincial Park,36,小佐渡県立自然公園,38.065971,138.549716
JA-1356,JAFF-0185,Naomine Matsunoyama Oike,Niigata,JP-NI,Provincial Park,1,直峰松之山大池県立自然公園,37.174532,138.373195
JA-1352,JAFF-0186,Nagaoka Higashiyama Yamam,Niigata,JP-NI,Provincial Park,2,長岡東山山本山県立自然公園,37.4228,138.934386
JA-1359,JAFF-0187,Oyashirazu Koshirazu,Niigata,JP-NI,Provincial Park,1,親不知子不知県立自然公園,36.992059,137.693572
JA-0124,JAFF-0188,Chuo Alps,Nagano,JP-NN,Nature Park,30,中央アルプス国定公園,35.790138,137.811053
JA-1335,JAFF-0189,Ontake,Nagano,JP-NN,Provincial Park,18,御岳県立公園,35.912747,137.518274
JA-1336,JAFF-0190,  Mitsuminegawa Suikei,Nagano,JP-NN,Provincial Park,0,三峰川水系県立公園,35.831136,138.062
JA-1337,JAFF-0191,Enrei Ojo,Nagano,JP-NN,Provincial Park,1,塩嶺王城県立自然公園,36.085927,138.028773
JA-1338,JAFF-0192,Hijiriyama Kogen,Nagano,JP-NN,Provincial Park,2,聖山高原県立公園,36.489558,138.065282
JA-1339,JAFF-0193,Tenryu Koshibu Suikei,Nagano,JP-NN,Provincial Park,2,天竜小渋水系県立自然公園,35.61211,137.988373
JA-1204,JAFF-0194,Takiyama Nature,Tokyo,JP-TK,Provincial Park,0,滝山都立自然公園,35.700859,139.33164
JA-1205,JAFF-0195,Takao Jinba,Tokyo,JP-TK,Provincial Park,4,高尾陣場都立自然公園,35.650589,139.221367
